asin,sku,brand,model,price_audioarray,price_nexlev,price_viomi,price_whitemulberry,amazon_1p_price,buybox_price,buybox_seller_id,buybox_belongs_to_us,currency,fetched_at
B07MH7L6G8,FBI76419,White Mulberry,WM-OD-CL,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CBJX85Q2,FBA78766,White Mulberry,WM-SEH05P-WH,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CBJX8WGY,FBA78765,White Mulberry,WM-SEH05P-BK,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CBJZGW7X,FBA78767,White Mulberry,WM-SEH05P-CF,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CPFQSJXC,FBA79169,White Mulberry,WM-SE08-BK,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CPFT55CF,FBA79170,White Mulberry,WM-SE08-WH,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CPFNW4VN,FBA79171,White Mulberry,WM-SE08-CF,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BF4VWQXG,FBA76384,White Mulberry,WM-SWZ0021-BK,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BF4WD8Z8,FBA76385,White Mulberry,WM-DT02-BK,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BF51HCY4,FBA76386,White Mulberry,WM-CT03MA-120,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BF4XF7SD,FBA76389,White Mulberry,WM-CT03OA-120,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BF4Y92MW,FBA76865,White Mulberry,WM-CT03MA-100,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BF4WQNJR,FBA76391,White Mulberry,WM-CT03OA-100,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CGF7HXXL,FBA78772,White Mulberry,Frame,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CGF52WWF,FBA78773,White Mulberry,Frame,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CGF82HTJ,FBA78774,White Mulberry,Frame,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0CGF7MQMF,FBA78775,White Mulberry,Frame,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0FQBWV1ST,FBA79840,Audio Array,AH-60-RD,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0FQBTRM28,FBA79841,Audio Array,AH-60-BL,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GTZND3ZN,FBA80011,Audio Array,AM-Pro16,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GTZJF142,FBA80012,Audio Array,AM-Pro24,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GTZLGPFR,FBA80013,Audio Array,XM-16,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GTZ9X8Q2,FBA80014,Audio Array,XM-24,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GW8Z556N,FBA79996,Audio Array,AM-C49,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GW8VBCBL,FBA79995,Audio Array,AM-C50,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GW8R2RYM,FBA80009,Audio Array,AM-C51,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GW8ZQRFK,FBA80010,Audio Array,AM-C52,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GGHZWMVW,FBA79971,Nexlev,SP-01,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GN8N96R5,FBA79988,Nexlev,AP-04,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GN94YDY2,FBA79992,Nexlev,ST-02,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GN8WW6BC,FBA79993,Nexlev,ST-03,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GM1CZC7Y,FBA79984,Nexlev,MR-03,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GN86G345,FBA79989,Nexlev,CAP-05,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GXPBHDRF,FBA80085,Audio Array,M6,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GXP97CZG,FBA80084,Audio Array,BE-4,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0H2ZCQFTZ,FBA80109,Audio Array,M5,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0H2Z6R6V8,FBA80110,Audio Array,X5,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0FJS57732,FBM79783,Audio Array,AM-C47,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GY827J9C,FBA80074,Audio Array,PB-15 (AH-50+AM-C2+AI-04),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GXPGBQB1,FBA80075,Audio Array,PB-16 (AH-50+AI-13+AM-C2),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GY857139,FBA80076,Audio Array,PB-17 (AH-40-SL+AM-C43+AI-13),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GY86ZT1X,FBA80077,Audio Array,PB-18 (AH-45-BK+AI-03+AM-C39),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GXY7YJWP,FBA80104,Audio Array,UB-04 (AM-S2+AA-21+AI-04+AM-C2),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0H2FCK54H,FBA80106,Audio Array,UB-06 (AM-S2+AA-22),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0H1H3K6B2,FBA80128,Audio Array,AI-13,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0H3LHF2WW,FBA80142,Audio Array,AM-C5 White,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0DTYHXMRQ,FBA79260,Tonor,G11,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0G1YKMFWT,FBP79569,Nexlev,LE-06,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GYS6CJD9,FBA80113,Nexlev,SC-01_Mop_Cloth,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0BVHZ5MKZ,FBK77102,Tonor,G11,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GQCB4PJC,FBA80079,Nexlev,,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GQGK4GJ7,FBA80081,Nexlev,,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GQGXR9D7,FBA80080,Nexlev,,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GQGZVGLL,FBA80082,Nexlev,,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GQC12GDP,FBA80078,Nexlev,,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0H2FNV2RC,FBA80105,Audio Array,UB-05 (AM-S2+AA-21),,,,,,,,False,INR,2026-08-10T05:33:59+00:00
B0GYSS16FJ,FBA80111,Nexlev,MR-01_Part,,,,,,,,False,INR,2026-08-10T05:33:59+00:00
